"Id","Age","Gen","Job","Edu","Duration","Man","NF_N1","NF_N2","Prob","Sol_Time","Scr","response","Adv","BR","HR","FAR","true_posterior"
550,41,1,1,2,147,"Frequency",8,100,NA,82.423,0,0.08,20.77697842,0.01,0.8,0.02,0.287769784172662
554,54,1,10,2,179,"Frequency",200,10000,NA,75.942,0,0.02,26.77697842,0.01,0.8,0.02,0.287769784172662
555,33,1,1,4,201,"Probability",NA,NA,0.008,164.579,0,0,28.76897842,0.01,0.8,0.02,0.287769784172662
558,43,1,9,2,426,"Frequency",1,198,NA,208.732,0,0.01,28.27192791,0.01,0.8,0.02,0.287769784172662
560,60,1,8,2,176,"Probability",NA,NA,2,91.432,0,0.02,26.77697842,0.01,0.8,0.02,0.287769784172662
562,53,1,1,3,388,"Probability",NA,NA,20,259.025,0,0.2,8.776978417,0.01,0.8,0.02,0.287769784172662
563,45,2,7,3,137,"Frequency",20,10000,NA,65.147,0,0,28.57697842,0.01,0.8,0.02,0.287769784172662
564,18,1,10,2,222,"Frequency",100,198,NA,109.079,0,0.51,21.72807209,0.01,0.8,0.02,0.287769784172662
565,22,2,3,3,973,"Probability",NA,NA,40,50.721,0,0.4,11.22302158,0.01,0.8,0.02,0.287769784172662
567,31,1,1,3,263,"Frequency",38,100,NA,217.198,0,0.38,9.223021583,0.01,0.8,0.02,0.287769784172662
568,52,2,3,2,589,"Frequency",80,280,NA,527.722,0,0.29,0.205549846,0.01,0.8,0.02,0.287769784172662
570,42,1,3,3,259,"Frequency",200,10000,NA,30.677,0,0.02,26.77697842,0.01,0.8,0.02,0.287769784172662
572,48,1,3,3,271,"Probability",NA,NA,25,140.649,0,0.25,3.776978417,0.01,0.8,0.02,0.287769784172662
573,36,1,3,4,251,"Probability",NA,NA,50,81.466,0,0.5,21.22302158,0.01,0.8,0.02,0.287769784172662
575,63,1,8,2,332,"Frequency",3,278,NA,184.043,0,0.01,27.69784173,0.01,0.8,0.02,0.287769784172662
582,59,3,10,3,857,"Probability",NA,NA,78,164.934,0,0.78,49.22302158,0.01,0.8,0.02,0.287769784172662
583,29,1,1,3,486,"Frequency",198,9900,NA,55.308,0,0.02,26.77697842,0.01,0.8,0.02,0.287769784172662
584,67,1,8,3,364,"Frequency",80,278,NA,268.936,1,0.29,0,0.01,0.8,0.02,0.287769784172662
585,60,1,7,3,615,"Frequency",80,278,NA,473.27,1,0.29,0,0.01,0.8,0.02,0.287769784172662
586,36,1,2,3,353,"Probability",NA,NA,98,316.59,0,0.98,69.22302158,0.01,0.8,0.02,0.287769784172662
587,54,2,2,2,1146,"Frequency",278,10000,NA,248.471,0,0.03,25.99697842,0.01,0.8,0.02,0.287769784172662
588,49,1,9,3,139,"Probability",NA,NA,80,90.981,0,0.8,51.22302158,0.01,0.8,0.02,0.287769784172662
591,21,1,1,2,438,"Probability",NA,NA,98,118.295,0,0.98,69.22302158,0.01,0.8,0.02,0.287769784172662
592,43,2,6,1,154,"Frequency",80,1000,NA,82.018,0,0.08,20.77697842,0.01,0.8,0.02,0.287769784172662
593,26,1,1,4,1022,"Probability",NA,NA,28.8,943.116,1,0.29,0.023021583,0.01,0.8,0.02,0.287769784172662
594,50,1,10,2,369,"Frequency",75,100,NA,252.715,0,0.75,46.22302158,0.01,0.8,0.02,0.287769784172662
595,54,1,1,2,134,"Probability",NA,NA,80,81.804,0,0.8,51.22302158,0.01,0.8,0.02,0.287769784172662
596,40,2,3,3,128,"Probability",NA,NA,2,71.824,0,0.02,26.77697842,0.01,0.8,0.02,0.287769784172662
597,43,1,1,3,1208,"Frequency",270,1000,NA,40.618,0,0.27,1.776978417,0.01,0.8,0.02,0.287769784172662
600,43,2,3,3,95,"Probability",NA,NA,33,61.35,0,0.33,4.223021583,0.01,0.8,0.02,0.287769784172662
