"subject","br","hr","far","true_posterior","response","presentation_format","format","condition","trial"
34,0.7,0.7,0.3,0.8448,0.8,"Symbolic","frequency","symbolic_natural",32
34,0.7,0.7,0.5,0.7656,0.78,"Symbolic","frequency","symbolic_natural",33
34,0.7,0.9,0.1,0.9545,0.93,"Symbolic","frequency","symbolic_natural",34
34,0.7,0.9,0.3,0.875,0.85,"Symbolic","frequency","symbolic_natural",35
34,0.7,0.9,0.5,0.8077,0.83,"Symbolic","frequency","symbolic_natural",36
34,0.9,0.5,0.1,0.9783,0.96,"Symbolic","frequency","symbolic_natural",37
34,0.9,0.5,0.3,0.9375,0.91,"Symbolic","frequency","symbolic_natural",38
34,0.9,0.5,0.5,0.9,0.9,"Symbolic","frequency","symbolic_natural",39
34,0.9,0.7,0.1,0.9844,0.98,"Symbolic","frequency","symbolic_natural",40
34,0.9,0.7,0.3,0.9545,0.95,"Symbolic","frequency","symbolic_natural",41
34,0.9,0.7,0.5,0.9265,0.82,"Symbolic","frequency","symbolic_natural",42
34,0.9,0.9,0.1,0.9878,0.98,"Symbolic","frequency","symbolic_natural",43
34,0.9,0.9,0.3,0.9643,0.96,"Symbolic","frequency","symbolic_natural",44
34,0.9,0.9,0.5,0.9419,0.87,"Symbolic","frequency","symbolic_natural",45
35,0.1,0.5,0.1,0.3571,0.1,"Symbolic","frequency","symbolic_natural",1
35,0.1,0.5,0.3,0.1562,0.1,"Symbolic","frequency","symbolic_natural",2
35,0.1,0.5,0.5,0.1,0.1,"Symbolic","frequency","symbolic_natural",3
35,0.1,0.7,0.1,0.4375,0.1,"Symbolic","frequency","symbolic_natural",4
35,0.1,0.7,0.3,0.2059,0.1,"Symbolic","frequency","symbolic_natural",5
35,0.1,0.7,0.5,0.1346,0.1,"Symbolic","frequency","symbolic_natural",6
35,0.1,0.9,0.1,0.5,0.1,"Symbolic","frequency","symbolic_natural",7
35,0.1,0.9,0.3,0.25,0.1,"Symbolic","frequency","symbolic_natural",8
35,0.1,0.9,0.5,0.1667,0.1,"Symbolic","frequency","symbolic_natural",9
35,0.3,0.5,0.1,0.6818,0.3,"Symbolic","frequency","symbolic_natural",10
35,0.3,0.5,0.3,0.4167,0.3,"Symbolic","frequency","symbolic_natural",11
35,0.3,0.5,0.5,0.3,0.3,"Symbolic","frequency","symbolic_natural",12
35,0.3,0.7,0.1,0.75,0.3,"Symbolic","frequency","symbolic_natural",13
35,0.3,0.7,0.3,0.5,0.3,"Symbolic","frequency","symbolic_natural",14
35,0.3,0.7,0.5,0.375,0.3,"Symbolic","frequency","symbolic_natural",15
35,0.3,0.9,0.1,0.7941,0.3,"Symbolic","frequency","symbolic_natural",16
35,0.3,0.9,0.3,0.5625,0.3,"Symbolic","frequency","symbolic_natural",17
35,0.3,0.9,0.5,0.4355,0.3,"Symbolic","frequency","symbolic_natural",18
35,0.5,0.5,0.1,0.8333,0.5,"Symbolic","frequency","symbolic_natural",19
35,0.5,0.5,0.3,0.625,0.5,"Symbolic","frequency","symbolic_natural",20
35,0.5,0.5,0.5,0.5,0.5,"Symbolic","frequency","symbolic_natural",21
35,0.5,0.7,0.1,0.875,0.5,"Symbolic","frequency","symbolic_natural",22
35,0.5,0.7,0.3,0.7,0.5,"Symbolic","frequency","symbolic_natural",23
35,0.5,0.7,0.5,0.5833,0.5,"Symbolic","frequency","symbolic_natural",24
35,0.5,0.9,0.1,0.9,0.5,"Symbolic","frequency","symbolic_natural",25
35,0.5,0.9,0.3,0.75,0.5,"Symbolic","frequency","symbolic_natural",26
35,0.5,0.9,0.5,0.6429,0.5,"Symbolic","frequency","symbolic_natural",27
35,0.7,0.5,0.1,0.9211,0.7,"Symbolic","frequency","symbolic_natural",28
35,0.7,0.5,0.3,0.7955,0.7,"Symbolic","frequency","symbolic_natural",29
35,0.7,0.5,0.5,0.7,0.7,"Symbolic","frequency","symbolic_natural",30
35,0.7,0.7,0.1,0.9423,0.7,"Symbolic","frequency","symbolic_natural",31
35,0.7,0.7,0.3,0.8448,0.7,"Symbolic","frequency","symbolic_natural",32
35,0.7,0.7,0.5,0.7656,0.7,"Symbolic","frequency","symbolic_natural",33
35,0.7,0.9,0.1,0.9545,0.7,"Symbolic","frequency","symbolic_natural",34
35,0.7,0.9,0.3,0.875,0.9,"Symbolic","frequency","symbolic_natural",35
35,0.7,0.9,0.5,0.8077,0.7,"Symbolic","frequency","symbolic_natural",36
35,0.9,0.5,0.1,0.9783,0.9,"Symbolic","frequency","symbolic_natural",37
35,0.9,0.5,0.3,0.9375,0.9,"Symbolic","frequency","symbolic_natural",38
35,0.9,0.5,0.5,0.9,0.9,"Symbolic","frequency","symbolic_natural",39
35,0.9,0.7,0.1,0.9844,0.9,"Symbolic","frequency","symbolic_natural",40
35,0.9,0.7,0.3,0.9545,0.9,"Symbolic","frequency","symbolic_natural",41
35,0.9,0.7,0.5,0.9265,0.9,"Symbolic","frequency","symbolic_natural",42
35,0.9,0.9,0.1,0.9878,0.9,"Symbolic","frequency","symbolic_natural",43
35,0.9,0.9,0.3,0.9643,0.9,"Symbolic","frequency","symbolic_natural",44
35,0.9,0.9,0.5,0.9419,0.9,"Symbolic","frequency","symbolic_natural",45
36,0.1,0.5,0.1,0.3571,0.86,"Symbolic","frequency","symbolic_natural",1
36,0.1,0.5,0.3,0.1562,0.68,"Symbolic","frequency","symbolic_natural",2
36,0.1,0.5,0.5,0.1,0.5,"Symbolic","frequency","symbolic_natural",3
36,0.1,0.7,0.1,0.4375,0.8,"Symbolic","frequency","symbolic_natural",4
36,0.1,0.7,0.3,0.2059,0.7,"Symbolic","frequency","symbolic_natural",5
36,0.1,0.7,0.5,0.1346,0.52,"Symbolic","frequency","symbolic_natural",6
36,0.1,0.9,0.1,0.5,0.9,"Symbolic","frequency","symbolic_natural",7
36,0.1,0.9,0.3,0.25,0.72,"Symbolic","frequency","symbolic_natural",8
36,0.1,0.9,0.5,0.1667,0.54,"Symbolic","frequency","symbolic_natural",9
36,0.3,0.5,0.1,0.6818,0.78,"Symbolic","frequency","symbolic_natural",10
36,0.3,0.5,0.3,0.4167,0.6,"Symbolic","frequency","symbolic_natural",11
36,0.3,0.5,0.5,0.3,0.5,"Symbolic","frequency","symbolic_natural",12
36,0.3,0.7,0.1,0.75,0.84,"Symbolic","frequency","symbolic_natural",13
36,0.3,0.7,0.3,0.5,0.6,"Symbolic","frequency","symbolic_natural",14
36,0.3,0.7,0.5,0.375,0.56,"Symbolic","frequency","symbolic_natural",15
36,0.3,0.9,0.1,0.7941,0.9,"Symbolic","frequency","symbolic_natural",16
36,0.3,0.9,0.3,0.5625,0.76,"Symbolic","frequency","symbolic_natural",17
36,0.3,0.9,0.5,0.4355,0.72,"Symbolic","frequency","symbolic_natural",18
36,0.5,0.5,0.1,0.8333,0.7,"Symbolic","frequency","symbolic_natural",19
36,0.5,0.5,0.3,0.625,0.6,"Symbolic","frequency","symbolic_natural",20
36,0.5,0.5,0.5,0.5,0.5,"Symbolic","frequency","symbolic_natural",21
36,0.5,0.7,0.1,0.875,0.6,"Symbolic","frequency","symbolic_natural",22
36,0.5,0.7,0.3,0.7,0.75,"Symbolic","frequency","symbolic_natural",23
36,0.5,0.7,0.5,0.5833,0.6,"Symbolic","frequency","symbolic_natural",24
36,0.5,0.9,0.1,0.9,0.9,"Symbolic","frequency","symbolic_natural",25
36,0.5,0.9,0.3,0.75,0.8,"Symbolic","frequency","symbolic_natural",26
36,0.5,0.9,0.5,0.6429,0.6,"Symbolic","frequency","symbolic_natural",27
36,0.7,0.5,0.1,0.9211,0.62,"Symbolic","frequency","symbolic_natural",28
36,0.7,0.5,0.3,0.7955,0.56,"Symbolic","frequency","symbolic_natural",29
36,0.7,0.5,0.5,0.7,0.5,"Symbolic","frequency","symbolic_natural",30
36,0.7,0.7,0.1,0.9423,0.78,"Symbolic","frequency","symbolic_natural",31
36,0.7,0.7,0.3,0.8448,0.7,"Symbolic","frequency","symbolic_natural",32
36,0.7,0.7,0.5,0.7656,0.64,"Symbolic","frequency","symbolic_natural",33
36,0.7,0.9,0.1,0.9545,0.9,"Symbolic","frequency","symbolic_natural",34
36,0.7,0.9,0.3,0.875,0.8,"Symbolic","frequency","symbolic_natural",35
36,0.7,0.9,0.5,0.8077,0.75,"Symbolic","frequency","symbolic_natural",36
36,0.9,0.5,0.1,0.9783,0.54,"Symbolic","frequency","symbolic_natural",37
36,0.9,0.5,0.3,0.9375,0.52,"Symbolic","frequency","symbolic_natural",38
36,0.9,0.5,0.5,0.9,0.5,"Symbolic","frequency","symbolic_natural",39
36,0.9,0.7,0.1,0.9844,0.72,"Symbolic","frequency","symbolic_natural",40
36,0.9,0.7,0.3,0.9545,0.7,"Symbolic","frequency","symbolic_natural",41
36,0.9,0.7,0.5,0.9265,0.68,"Symbolic","frequency","symbolic_natural",42
36,0.9,0.9,0.1,0.9878,0.9,"Symbolic","frequency","symbolic_natural",43
36,0.9,0.9,0.3,0.9643,0.88,"Symbolic","frequency","symbolic_natural",44
36,0.9,0.9,0.5,0.9419,0.85,"Symbolic","frequency","symbolic_natural",45
37,0.1,0.5,0.1,0.3571,0.34,"Symbolic","frequency","symbolic_natural",1
37,0.1,0.5,0.3,0.1562,0.17,"Symbolic","frequency","symbolic_natural",2
37,0.1,0.5,0.5,0.1,0.1,"Symbolic","frequency","symbolic_natural",3
37,0.1,0.7,0.1,0.4375,0.48,"Symbolic","frequency","symbolic_natural",4
37,0.1,0.7,0.3,0.2059,0.22,"Symbolic","frequency","symbolic_natural",5
37,0.1,0.7,0.5,0.1346,0.89,"Symbolic","frequency","symbolic_natural",6
37,0.1,0.9,0.1,0.5,0.5,"Symbolic","frequency","symbolic_natural",7
37,0.1,0.9,0.3,0.25,0.25,"Symbolic","frequency","symbolic_natural",8
37,0.1,0.9,0.5,0.1667,0.88,"Symbolic","frequency","symbolic_natural",9
37,0.3,0.5,0.1,0.6818,0.72,"Symbolic","frequency","symbolic_natural",10
37,0.3,0.5,0.3,0.4167,0.55,"Symbolic","frequency","symbolic_natural",11
37,0.3,0.5,0.5,0.3,0.3,"Symbolic","frequency","symbolic_natural",12
37,0.3,0.7,0.1,0.75,0.82,"Symbolic","frequency","symbolic_natural",13
37,0.3,0.7,0.3,0.5,0.5,"Symbolic","frequency","symbolic_natural",14
37,0.3,0.7,0.5,0.375,0.38,"Symbolic","frequency","symbolic_natural",15
37,0.3,0.9,0.1,0.7941,0.78,"Symbolic","frequency","symbolic_natural",16
37,0.3,0.9,0.3,0.5625,0.58,"Symbolic","frequency","symbolic_natural",17
37,0.3,0.9,0.5,0.4355,0.42,"Symbolic","frequency","symbolic_natural",18
37,0.5,0.5,0.1,0.8333,0.8,"Symbolic","frequency","symbolic_natural",19
37,0.5,0.5,0.3,0.625,0.62,"Symbolic","frequency","symbolic_natural",20
37,0.5,0.5,0.5,0.5,0.5,"Symbolic","frequency","symbolic_natural",21
37,0.5,0.7,0.1,0.875,0.88,"Symbolic","frequency","symbolic_natural",22
37,0.5,0.7,0.3,0.7,0.7,"Symbolic","frequency","symbolic_natural",23
37,0.5,0.7,0.5,0.5833,0.6,"Symbolic","frequency","symbolic_natural",24
37,0.5,0.9,0.1,0.9,0.9,"Symbolic","frequency","symbolic_natural",25
37,0.5,0.9,0.3,0.75,0.75,"Symbolic","frequency","symbolic_natural",26
37,0.5,0.9,0.5,0.6429,0.63,"Symbolic","frequency","symbolic_natural",27
37,0.7,0.5,0.1,0.9211,0.97,"Symbolic","frequency","symbolic_natural",28
37,0.7,0.5,0.3,0.7955,0.82,"Symbolic","frequency","symbolic_natural",29
37,0.7,0.5,0.5,0.7,0.7,"Symbolic","frequency","symbolic_natural",30
37,0.7,0.7,0.1,0.9423,0.97,"Symbolic","frequency","symbolic_natural",31
37,0.7,0.7,0.3,0.8448,0.8,"Symbolic","frequency","symbolic_natural",32
37,0.7,0.7,0.5,0.7656,0.7,"Symbolic","frequency","symbolic_natural",33
37,0.7,0.9,0.1,0.9545,0.97,"Symbolic","frequency","symbolic_natural",34
37,0.7,0.9,0.3,0.875,0.88,"Symbolic","frequency","symbolic_natural",35
37,0.7,0.9,0.5,0.8077,0.88,"Symbolic","frequency","symbolic_natural",36
37,0.9,0.5,0.1,0.9783,0.98,"Symbolic","frequency","symbolic_natural",37
37,0.9,0.5,0.3,0.9375,0.92,"Symbolic","frequency","symbolic_natural",38
37,0.9,0.5,0.5,0.9,0.9,"Symbolic","frequency","symbolic_natural",39
37,0.9,0.7,0.1,0.9844,0.98,"Symbolic","frequency","symbolic_natural",40
37,0.9,0.7,0.3,0.9545,0.95,"Symbolic","frequency","symbolic_natural",41
37,0.9,0.7,0.5,0.9265,0.97,"Symbolic","frequency","symbolic_natural",42
37,0.9,0.9,0.1,0.9878,0.98,"Symbolic","frequency","symbolic_natural",43
37,0.9,0.9,0.3,0.9643,0.95,"Symbolic","frequency","symbolic_natural",44
37,0.9,0.9,0.5,0.9419,0.95,"Symbolic","frequency","symbolic_natural",45
38,0.1,0.5,0.1,0.3571,0.05,"Symbolic","frequency","symbolic_natural",1
38,0.1,0.5,0.3,0.1562,0.03,"Symbolic","frequency","symbolic_natural",2
38,0.1,0.5,0.5,0.1,0.25,"Symbolic","frequency","symbolic_natural",3
38,0.1,0.7,0.1,0.4375,0.03,"Symbolic","frequency","symbolic_natural",4
38,0.1,0.7,0.3,0.2059,0.05,"Symbolic","frequency","symbolic_natural",5
38,0.1,0.7,0.5,0.1346,0.16,"Symbolic","frequency","symbolic_natural",6
38,0.1,0.9,0.1,0.5,0.09,"Symbolic","frequency","symbolic_natural",7
38,0.1,0.9,0.3,0.25,0.01,"Symbolic","frequency","symbolic_natural",8
38,0.1,0.9,0.5,0.1667,0.24,"Symbolic","frequency","symbolic_natural",9
38,0.3,0.5,0.1,0.6818,0.08,"Symbolic","frequency","symbolic_natural",10
38,0.3,0.5,0.3,0.4167,0.36,"Symbolic","frequency","symbolic_natural",11
38,0.3,0.5,0.5,0.3,0.12,"Symbolic","frequency","symbolic_natural",12
38,0.3,0.7,0.1,0.75,0.11,"Symbolic","frequency","symbolic_natural",13
38,0.3,0.7,0.3,0.5,0.18,"Symbolic","frequency","symbolic_natural",14
38,0.3,0.7,0.5,0.375,0.02,"Symbolic","frequency","symbolic_natural",15
38,0.3,0.9,0.1,0.7941,0.19,"Symbolic","frequency","symbolic_natural",16
38,0.3,0.9,0.3,0.5625,0.09,"Symbolic","frequency","symbolic_natural",17
38,0.3,0.9,0.5,0.4355,0.7,"Symbolic","frequency","symbolic_natural",18
38,0.5,0.5,0.1,0.8333,0.25,"Symbolic","frequency","symbolic_natural",19
38,0.5,0.5,0.3,0.625,0.12,"Symbolic","frequency","symbolic_natural",20
38,0.5,0.5,0.5,0.5,0.25,"Symbolic","frequency","symbolic_natural",21
38,0.5,0.7,0.1,0.875,0.3,"Symbolic","frequency","symbolic_natural",22
38,0.5,0.7,0.3,0.7,0.36,"Symbolic","frequency","symbolic_natural",23
38,0.5,0.7,0.5,0.5833,0.07,"Symbolic","frequency","symbolic_natural",24
38,0.5,0.9,0.1,0.9,0.4,"Symbolic","frequency","symbolic_natural",25
38,0.5,0.9,0.3,0.75,0.3,"Symbolic","frequency","symbolic_natural",26
38,0.5,0.9,0.5,0.6429,0.23,"Symbolic","frequency","symbolic_natural",27
38,0.7,0.5,0.1,0.9211,0.65,"Symbolic","frequency","symbolic_natural",28
38,0.7,0.5,0.3,0.7955,0.61,"Symbolic","frequency","symbolic_natural",29
38,0.7,0.5,0.5,0.7,0.2,"Symbolic","frequency","symbolic_natural",30
38,0.7,0.7,0.1,0.9423,0.3,"Symbolic","frequency","symbolic_natural",31
38,0.7,0.7,0.3,0.8448,0.61,"Symbolic","frequency","symbolic_natural",32
38,0.7,0.7,0.5,0.7656,0.23,"Symbolic","frequency","symbolic_natural",33
38,0.7,0.9,0.1,0.9545,0.57,"Symbolic","frequency","symbolic_natural",34
38,0.7,0.9,0.3,0.875,0.55,"Symbolic","frequency","symbolic_natural",35
38,0.7,0.9,0.5,0.8077,0.55,"Symbolic","frequency","symbolic_natural",36
38,0.9,0.5,0.1,0.9783,0.44,"Symbolic","frequency","symbolic_natural",37
38,0.9,0.5,0.3,0.9375,0.42,"Symbolic","frequency","symbolic_natural",38
38,0.9,0.5,0.5,0.9,0.4,"Symbolic","frequency","symbolic_natural",39
38,0.9,0.7,0.1,0.9844,0.62,"Symbolic","frequency","symbolic_natural",40
38,0.9,0.7,0.3,0.9545,0.53,"Symbolic","frequency","symbolic_natural",41
38,0.9,0.7,0.5,0.9265,0.58,"Symbolic","frequency","symbolic_natural",42
38,0.9,0.9,0.1,0.9878,0.71,"Symbolic","frequency","symbolic_natural",43
38,0.9,0.9,0.3,0.9643,0.78,"Symbolic","frequency","symbolic_natural",44
38,0.9,0.9,0.5,0.9419,0.8,"Symbolic","frequency","symbolic_natural",45
39,0.1,0.5,0.1,0.3571,0.42,"Symbolic","frequency","symbolic_natural",1
39,0.1,0.5,0.3,0.1562,0.42,"Symbolic","frequency","symbolic_natural",2
39,0.1,0.5,0.5,0.1,0.25,"Symbolic","frequency","symbolic_natural",3
39,0.1,0.7,0.1,0.4375,0.62,"Symbolic","frequency","symbolic_natural",4
39,0.1,0.7,0.3,0.2059,0.64,"Symbolic","frequency","symbolic_natural",5
39,0.1,0.7,0.5,0.1346,0.67,"Symbolic","frequency","symbolic_natural",6
39,0.1,0.9,0.1,0.5,0.87,"Symbolic","frequency","symbolic_natural",7
39,0.1,0.9,0.3,0.25,0.76,"Symbolic","frequency","symbolic_natural",8
39,0.1,0.9,0.5,0.1667,0.88,"Symbolic","frequency","symbolic_natural",9
39,0.3,0.5,0.1,0.6818,0.47,"Symbolic","frequency","symbolic_natural",10
39,0.3,0.5,0.3,0.4167,0.4,"Symbolic","frequency","symbolic_natural",11
39,0.3,0.5,0.5,0.3,0.5,"Symbolic","frequency","symbolic_natural",12
39,0.3,0.7,0.1,0.75,0.6,"Symbolic","frequency","symbolic_natural",13
39,0.3,0.7,0.3,0.5,0.59,"Symbolic","frequency","symbolic_natural",14
39,0.3,0.7,0.5,0.375,0.58,"Symbolic","frequency","symbolic_natural",15
39,0.3,0.9,0.1,0.7941,0.85,"Symbolic","frequency","symbolic_natural",16
39,0.3,0.9,0.3,0.5625,0.73,"Symbolic","frequency","symbolic_natural",17
39,0.3,0.9,0.5,0.4355,0.71,"Symbolic","frequency","symbolic_natural",18
39,0.5,0.5,0.1,0.8333,0.38,"Symbolic","frequency","symbolic_natural",19
39,0.5,0.5,0.3,0.625,0.4,"Symbolic","frequency","symbolic_natural",20
39,0.5,0.5,0.5,0.5,0.5,"Symbolic","frequency","symbolic_natural",21
39,0.5,0.7,0.1,0.875,0.8,"Symbolic","frequency","symbolic_natural",22
39,0.5,0.7,0.3,0.7,0.69,"Symbolic","frequency","symbolic_natural",23
39,0.5,0.7,0.5,0.5833,0.62,"Symbolic","frequency","symbolic_natural",24
39,0.5,0.9,0.1,0.9,0.87,"Symbolic","frequency","symbolic_natural",25
39,0.5,0.9,0.3,0.75,0.77,"Symbolic","frequency","symbolic_natural",26
39,0.5,0.9,0.5,0.6429,0.64,"Symbolic","frequency","symbolic_natural",27
39,0.7,0.5,0.1,0.9211,0.48,"Symbolic","frequency","symbolic_natural",28
39,0.7,0.5,0.3,0.7955,0.41,"Symbolic","frequency","symbolic_natural",29
39,0.7,0.5,0.5,0.7,0.38,"Symbolic","frequency","symbolic_natural",30
39,0.7,0.7,0.1,0.9423,0.73,"Symbolic","frequency","symbolic_natural",31
39,0.7,0.7,0.3,0.8448,0.7,"Symbolic","frequency","symbolic_natural",32
39,0.7,0.7,0.5,0.7656,0.49,"Symbolic","frequency","symbolic_natural",33
39,0.7,0.9,0.1,0.9545,0.91,"Symbolic","frequency","symbolic_natural",34
39,0.7,0.9,0.3,0.875,0.74,"Symbolic","frequency","symbolic_natural",35
39,0.7,0.9,0.5,0.8077,0.82,"Symbolic","frequency","symbolic_natural",36
39,0.9,0.5,0.1,0.9783,0.48,"Symbolic","frequency","symbolic_natural",37
39,0.9,0.5,0.3,0.9375,0.4,"Symbolic","frequency","symbolic_natural",38
39,0.9,0.5,0.5,0.9,0.45,"Symbolic","frequency","symbolic_natural",39
39,0.9,0.7,0.1,0.9844,0.58,"Symbolic","frequency","symbolic_natural",40
39,0.9,0.7,0.3,0.9545,0.63,"Symbolic","frequency","symbolic_natural",41
39,0.9,0.7,0.5,0.9265,0.6,"Symbolic","frequency","symbolic_natural",42
39,0.9,0.9,0.1,0.9878,0.85,"Symbolic","frequency","symbolic_natural",43
39,0.9,0.9,0.3,0.9643,0.79,"Symbolic","frequency","symbolic_natural",44
39,0.9,0.9,0.5,0.9419,0.71,"Symbolic","frequency","symbolic_natural",45
40,0.1,0.5,0.1,0.3571,0.02,"Symbolic","frequency","symbolic_natural",1
40,0.1,0.5,0.3,0.1562,0.02,"Symbolic","frequency","symbolic_natural",2
40,0.1,0.5,0.5,0.1,0.01,"Symbolic","frequency","symbolic_natural",3
40,0.1,0.7,0.1,0.4375,0.1,"Symbolic","frequency","symbolic_natural",4
40,0.1,0.7,0.3,0.2059,0.01,"Symbolic","frequency","symbolic_natural",5
40,0.1,0.7,0.5,0.1346,0.03,"Symbolic","frequency","symbolic_natural",6
40,0.1,0.9,0.1,0.5,0.05,"Symbolic","frequency","symbolic_natural",7
40,0.1,0.9,0.3,0.25,0.02,"Symbolic","frequency","symbolic_natural",8
40,0.1,0.9,0.5,0.1667,0.05,"Symbolic","frequency","symbolic_natural",9
40,0.3,0.5,0.1,0.6818,0.09,"Symbolic","frequency","symbolic_natural",10
40,0.3,0.5,0.3,0.4167,0.15,"Symbolic","frequency","symbolic_natural",11
40,0.3,0.5,0.5,0.3,0.05,"Symbolic","frequency","symbolic_natural",12
40,0.3,0.7,0.1,0.75,0.22,"Symbolic","frequency","symbolic_natural",13
40,0.3,0.7,0.3,0.5,0.15,"Symbolic","frequency","symbolic_natural",14
40,0.3,0.7,0.5,0.375,0.05,"Symbolic","frequency","symbolic_natural",15
40,0.3,0.9,0.1,0.7941,0.25,"Symbolic","frequency","symbolic_natural",16
40,0.3,0.9,0.3,0.5625,0.08,"Symbolic","frequency","symbolic_natural",17
40,0.3,0.9,0.5,0.4355,0.15,"Symbolic","frequency","symbolic_natural",18
40,0.5,0.5,0.1,0.8333,0.4,"Symbolic","frequency","symbolic_natural",19
40,0.5,0.5,0.3,0.625,0.3,"Symbolic","frequency","symbolic_natural",20
40,0.5,0.5,0.5,0.5,0.25,"Symbolic","frequency","symbolic_natural",21
40,0.5,0.7,0.1,0.875,0.3,"Symbolic","frequency","symbolic_natural",22
40,0.5,0.7,0.3,0.7,0.4,"Symbolic","frequency","symbolic_natural",23
40,0.5,0.7,0.5,0.5833,0.2,"Symbolic","frequency","symbolic_natural",24
40,0.5,0.9,0.1,0.9,0.4,"Symbolic","frequency","symbolic_natural",25
40,0.5,0.9,0.3,0.75,0.3,"Symbolic","frequency","symbolic_natural",26
40,0.5,0.9,0.5,0.6429,0.4,"Symbolic","frequency","symbolic_natural",27
40,0.7,0.5,0.1,0.9211,0.45,"Symbolic","frequency","symbolic_natural",28
40,0.7,0.5,0.3,0.7955,0.25,"Symbolic","frequency","symbolic_natural",29
40,0.7,0.5,0.5,0.7,0.25,"Symbolic","frequency","symbolic_natural",30
40,0.7,0.7,0.1,0.9423,0.4,"Symbolic","frequency","symbolic_natural",31
40,0.7,0.7,0.3,0.8448,0.7,"Symbolic","frequency","symbolic_natural",32
40,0.7,0.7,0.5,0.7656,0.4,"Symbolic","frequency","symbolic_natural",33
40,0.7,0.9,0.1,0.9545,0.65,"Symbolic","frequency","symbolic_natural",34
40,0.7,0.9,0.3,0.875,0.5,"Symbolic","frequency","symbolic_natural",35
40,0.7,0.9,0.5,0.8077,0.5,"Symbolic","frequency","symbolic_natural",36
40,0.9,0.5,0.1,0.9783,0.75,"Symbolic","frequency","symbolic_natural",37
40,0.9,0.5,0.3,0.9375,0.85,"Symbolic","frequency","symbolic_natural",38
40,0.9,0.5,0.5,0.9,0.75,"Symbolic","frequency","symbolic_natural",39
40,0.9,0.7,0.1,0.9844,0.95,"Symbolic","frequency","symbolic_natural",40
40,0.9,0.7,0.3,0.9545,0.8,"Symbolic","frequency","symbolic_natural",41
40,0.9,0.7,0.5,0.9265,0.9,"Symbolic","frequency","symbolic_natural",42
40,0.9,0.9,0.1,0.9878,0.85,"Symbolic","frequency","symbolic_natural",43
40,0.9,0.9,0.3,0.9643,0.9,"Symbolic","frequency","symbolic_natural",44
40,0.9,0.9,0.5,0.9419,0.9,"Symbolic","frequency","symbolic_natural",45
41,0.1,0.5,0.1,0.3571,0.05,"Symbolic","frequency","symbolic_natural",1
41,0.1,0.5,0.3,0.1562,0.63,"Symbolic","frequency","symbolic_natural",2
41,0.1,0.5,0.5,0.1,0.45,"Symbolic","frequency","symbolic_natural",3
41,0.1,0.7,0.1,0.4375,0.1,"Symbolic","frequency","symbolic_natural",4
41,0.1,0.7,0.3,0.2059,0.07,"Symbolic","frequency","symbolic_natural",5
41,0.1,0.7,0.5,0.1346,0.45,"Symbolic","frequency","symbolic_natural",6
41,0.1,0.9,0.1,0.5,0.09,"Symbolic","frequency","symbolic_natural",7
41,0.1,0.9,0.3,0.25,0.63,"Symbolic","frequency","symbolic_natural",8
41,0.1,0.9,0.5,0.1667,0.15,"Symbolic","frequency","symbolic_natural",9
41,0.3,0.5,0.1,0.6818,0.15,"Symbolic","frequency","symbolic_natural",10
41,0.3,0.5,0.3,0.4167,0.3,"Symbolic","frequency","symbolic_natural",11
41,0.3,0.5,0.5,0.3,0.3,"Symbolic","frequency","symbolic_natural",12
41,0.3,0.7,0.1,0.75,0.63,"Symbolic","frequency","symbolic_natural",13
41,0.3,0.7,0.3,0.5,0.5,"Symbolic","frequency","symbolic_natural",14
41,0.3,0.7,0.5,0.375,0.35,"Symbolic","frequency","symbolic_natural",15
41,0.3,0.9,0.1,0.7941,0.03,"Symbolic","frequency","symbolic_natural",16
41,0.3,0.9,0.3,0.5625,0.49,"Symbolic","frequency","symbolic_natural",17
41,0.3,0.9,0.5,0.4355,0.7,"Symbolic","frequency","symbolic_natural",18
41,0.5,0.5,0.1,0.8333,0.5,"Symbolic","frequency","symbolic_natural",19
41,0.5,0.5,0.3,0.625,0.35,"Symbolic","frequency","symbolic_natural",20
41,0.5,0.5,0.5,0.5,0.25,"Symbolic","frequency","symbolic_natural",21
41,0.5,0.7,0.1,0.875,0.15,"Symbolic","frequency","symbolic_natural",22
41,0.5,0.7,0.3,0.7,0.15,"Symbolic","frequency","symbolic_natural",23
41,0.5,0.7,0.5,0.5833,0.25,"Symbolic","frequency","symbolic_natural",24
41,0.5,0.9,0.1,0.9,0.05,"Symbolic","frequency","symbolic_natural",25
41,0.5,0.9,0.3,0.75,0.05,"Symbolic","frequency","symbolic_natural",26
41,0.5,0.9,0.5,0.6429,0.6,"Symbolic","frequency","symbolic_natural",27
41,0.7,0.5,0.1,0.9211,0.27,"Symbolic","frequency","symbolic_natural",28
41,0.7,0.5,0.3,0.7955,0.21,"Symbolic","frequency","symbolic_natural",29
41,0.7,0.5,0.5,0.7,0.4,"Symbolic","frequency","symbolic_natural",30
41,0.7,0.7,0.1,0.9423,0.21,"Symbolic","frequency","symbolic_natural",31
41,0.7,0.7,0.3,0.8448,0.31,"Symbolic","frequency","symbolic_natural",32
41,0.7,0.7,0.5,0.7656,0.1,"Symbolic","frequency","symbolic_natural",33
41,0.7,0.9,0.1,0.9545,0.07,"Symbolic","frequency","symbolic_natural",34
41,0.7,0.9,0.3,0.875,0.29,"Symbolic","frequency","symbolic_natural",35
